id,time,distance,velocity,acceleration,Frictional Force,airResistance,,,,time,time,time,time,time,time,distance(.100 kg),distance(.105 kg),distance(.110 kg),distance(.115 kg),distance(.120 kg),distance(.125 kg)
carFAR100,0.294,0.188324466,1.263369802,4.11917563,0.424785461,0.362219915,,,,0.294,0.294,0.294,0.294,0.294,0.294,0.188324466,0.18857195,0.18879736,0.189003523,0.189192803,0.189367193
carFAR100,0.295,0.189589895,1.267487797,4.117994624,0.424785461,0.363400583,,,,0.295,0.295,0.295,0.295,0.295,0.295,0.189589895,0.189839883,0.190067574,0.190275826,0.190467024,0.190643181
carFAR100,0.296,0.190859441,1.271604611,4.116813957,0.424785461,0.364580912,,,,0.296,0.296,0.296,0.296,0.296,0.296,0.190859441,0.191111949,0.191341938,0.191552291,0.19174542,0.191923357
carFAR100,0.297,0.192133103,1.275720244,4.115633628,0.424785461,0.365760902,,,,0.297,0.297,0.297,0.297,0.297,0.297,0.192133103,0.192388148,0.192620449,0.192832918,0.193027991,0.19320772
carFAR100,0.298,0.193410881,1.279834698,4.114453637,0.424785461,0.366940555,,,,0.298,0.298,0.298,0.298,0.298,0.298,0.193410881,0.193668479,0.193903107,0.194117706,0.194314736,0.194496268
carFAR100,0.299,0.194692772,1.283947972,4.113273985,0.424785461,0.368119869,,,,0.299,0.299,0.299,0.299,0.299,0.299,0.194692772,0.194952941,0.195189912,0.195406654,0.195605653,0.195789001
carFAR100,0.3,0.195978776,1.288060067,4.112094671,0.424785461,0.369298845,,,,0.3,0.3,0.3,0.3,0.3,0.3,0.195978776,0.196241532,0.196480861,0.196699761,0.196900742,0.197085918
carFAR100,0.301,0.197268892,1.292170982,4.110915695,0.424785461,0.370477483,,,,0.301,0.301,0.301,0.301,0.301,0.301,0.197268892,0.197534251,0.197775953,0.197997026,0.198200003,0.198387017
carFAR100,0.302,0.198563117,1.29628072,4.109737057,0.424785461,0.371655783,,,,0.302,0.302,0.302,0.302,0.302,0.302,0.198563117,0.198831098,0.199075189,0.199298448,0.199503432,0.199692298
carFAR100,0.303,0.199861452,1.300389278,4.108558757,0.424785461,0.372833745,,,,0.303,0.303,0.303,0.303,0.303,0.303,0.199861452,0.200132071,0.200378566,0.200604025,0.200811031,0.20100176
carFAR100,0.304,0.201163895,1.304496659,4.107380795,0.424785461,0.374011369,,,,0.304,0.304,0.304,0.304,0.304,0.304,0.201163895,0.201437169,0.201686083,0.201913757,0.202122798,0.202315402
carFAR100,0.305,0.202470445,1.308602862,4.10620317,0.424785461,0.375188656,,,,0.305,0.305,0.305,0.305,0.305,0.305,0.202470445,0.20274639,0.20299774,0.203227643,0.203438731,0.203633223
carFAR100,0.306,0.203781101,1.312707888,4.105025883,0.424785461,0.376365605,,,,0.306,0.306,0.306,0.306,0.306,0.306,0.203781101,0.204059734,0.204313535,0.204545681,0.20475883,0.204955222
carFAR100,0.307,0.20509586,1.316811737,4.103848934,0.424785461,0.377542217,,,,0.307,0.307,0.307,0.307,0.307,0.307,0.20509586,0.2053772,0.205633468,0.205867871,0.206083094,0.206281397
carFAR100,0.308,0.206414723,1.320914409,4.102672322,0.424785461,0.378718491,,,,0.308,0.308,0.308,0.308,0.308,0.308,0.206414723,0.206698787,0.206957536,0.207194212,0.207411521,0.207611749
carFAR100,0.309,0.207737689,1.325015905,4.101496048,0.424785461,0.379894429,,,,0.309,0.309,0.309,0.309,0.309,0.309,0.207737689,0.208024492,0.20828574,0.208524702,0.208744112,0.208946276
carFAR100,0.31,0.209064755,1.329116226,4.100320111,0.424785461,0.381070029,,,,0.31,0.31,0.31,0.31,0.31,0.31,0.209064755,0.209354316,0.209618078,0.20985934,0.210080864,0.210284977
carFAR100,0.311,0.21039592,1.33321537,4.099144511,0.424785461,0.382245292,,,,0.311,0.311,0.311,0.311,0.311,0.311,0.21039592,0.210688257,0.210954549,0.211198126,0.211421777,0.211627851
carFAR100,0.312,0.211731185,1.337313339,4.097969248,0.424785461,0.383420218,,,,0.312,0.312,0.312,0.312,0.312,0.312,0.211731185,0.212026315,0.212295151,0.212541059,0.21276685,0.212974897
carFAR100,0.313,0.213070547,1.341410134,4.096794322,0.424785461,0.384594807,,,,0.313,0.313,0.313,0.313,0.313,0.313,0.213070547,0.213368486,0.213639885,0.213888137,0.214116082,0.214326115
carFAR100,0.314,0.214414005,1.345505753,4.095619733,0.424785461,0.385769059,,,,0.314,0.314,0.314,0.314,0.314,0.314,0.214414005,0.214714772,0.214988748,0.215239359,0.215469472,0.215681502
carFAR100,0.315,0.215761557,1.349600199,4.09444548,0.424785461,0.386942975,,,,0.315,0.315,0.315,0.315,0.315,0.315,0.215761557,0.21606517,0.21634174,0.216594725,0.216827018,0.21704106
carFAR100,0.316,0.217113204,1.35369347,4.093271564,0.424785461,0.388116554,,,,0.316,0.316,0.316,0.316,0.316,0.316,0.217113204,0.21741968,0.217698859,0.217954233,0.218188721,0.218404785
carFAR100,0.317,0.218468944,1.357785568,4.092097985,0.424785461,0.389289797,,,,0.317,0.317,0.317,0.317,0.317,0.317,0.218468944,0.2187783,0.219060105,0.219317882,0.219554578,0.219772678
carFAR100,0.318,0.219828775,1.361876493,4.090924743,0.424785461,0.390462703,,,,0.318,0.318,0.318,0.318,0.318,0.318,0.219828775,0.220141029,0.220425476,0.220685671,0.220924589,0.221144737
carFAR100,0.319,0.221192696,1.365966245,4.089751836,0.424785461,0.391635273,,,,0.319,0.319,0.319,0.319,0.319,0.319,0.221192696,0.221507867,0.221794972,0.2220576,0.222298753,0.222520962
carFAR100,0.32,0.222560707,1.370054824,4.088579266,0.424785461,0.392807507,,,,0.32,0.32,0.32,0.32,0.32,0.32,0.222560707,0.222878811,0.22316859,0.223433667,0.223677069,0.223901352
carFAR100,0.321,0.223932805,1.374142231,4.087407032,0.424785461,0.393979405,,,,0.321,0.321,0.321,0.321,0.321,0.321,0.223932805,0.224253861,0.224546331,0.224813871,0.225059536,0.225285905
carFAR100,0.322,0.225308991,1.378228466,4.086235135,0.424785461,0.395150967,,,,0.322,0.322,0.322,0.322,0.322,0.322,0.225308991,0.225633016,0.225928194,0.226198211,0.226446153,0.226674621
carFAR100,0.323,0.226689262,1.38231353,4.085063573,0.424785461,0.396322192,,,,0.323,0.323,0.323,0.323,0.323,0.323,0.226689262,0.227016275,0.227314176,0.227586686,0.227836919,0.228067498
carFAR100,0.324,0.228073617,1.386397422,4.083892347,0.424785461,0.397493083,,,,0.324,0.324,0.324,0.324,0.324,0.324,0.228073617,0.228403636,0.228704277,0.228979295,0.229231832,0.229464536
carFAR100,0.325,0.229462056,1.390480144,4.082721457,0.424785461,0.398663637,,,,0.325,0.325,0.325,0.325,0.325,0.325,0.229462056,0.229795099,0.230098496,0.230376037,0.230630893,0.230865734
carFAR100,0.326,0.230854577,1.394561695,4.081550903,0.424785461,0.399833856,,,,0.326,0.326,0.326,0.326,0.326,0.326,0.230854577,0.231190661,0.231496832,0.231776912,0.232034099,0.232271091
carFAR100,0.327,0.232251179,1.398642075,4.080380684,0.424785461,0.401003739,,,,0.327,0.327,0.327,0.327,0.327,0.327,0.232251179,0.232590323,0.232899283,0.233181917,0.233441451,0.233680605
carFAR100,0.328,0.23365186,1.402721286,4.079210801,0.424785461,0.402173287,,,,0.328,0.328,0.328,0.328,0.328,0.328,0.23365186,0.233994083,0.23430585,0.234591052,0.234852946,0.235094277
carFAR100,0.329,0.235056621,1.406799327,4.078041253,0.424785461,0.403342499,,,,0.329,0.329,0.329,0.329,0.329,0.329,0.235056621,0.23540194,0.235716529,0.236004316,0.236268584,0.236512104
carFAR100,0.33,0.236465458,1.410876199,4.07687204,0.424785461,0.404511376,,,,0.33,0.33,0.33,0.33,0.33,0.33,0.236465458,0.236813893,0.237131322,0.237421708,0.237688365,0.237934087
carFAR100,0.331,0.237878373,1.414951903,4.075703163,0.424785461,0.405679919,,,,0.331,0.331,0.331,0.331,0.331,0.331,0.237878373,0.23822994,0.238550226,0.238843226,0.239112286,0.239360224
carFAR100,0.332,0.239295362,1.419026437,4.074534621,0.424785461,0.406848126,,,,0.332,0.332,0.332,0.332,0.332,0.332,0.239295362,0.239650081,0.23997324,0.240268871,0.240540347,0.240790513
carFAR100,0.333,0.240716425,1.423099804,4.073366414,0.424785461,0.408015998,,,,0.333,0.333,0.333,0.333,0.333,0.333,0.240716425,0.241074314,0.241400363,0.24169864,0.241972548,0.242224955
carFAR100,0.334,0.242141561,1.427172002,4.072198542,0.424785461,0.409183535,,,,0.334,0.334,0.334,0.334,0.334,0.334,0.242141561,0.242502639,0.242831595,0.243132533,0.243408886,0.243663548
carFAR100,0.335,0.243570768,1.431243033,4.071031004,0.424785461,0.410350738,,,,0.335,0.335,0.335,0.335,0.335,0.335,0.243570768,0.243935054,0.244266934,0.244570549,0.244849362,0.245106291
carFAR100,0.336,0.245004046,1.435312897,4.069863802,0.424785461,0.411517606,,,,0.336,0.336,0.336,0.336,0.336,0.336,0.245004046,0.245371558,0.245706379,0.246012687,0.246293973,0.246553184
carFAR100,0.337,0.246441393,1.439381594,4.068696934,0.424785461,0.412684139,,,,0.337,0.337,0.337,0.337,0.337,0.337,0.246441393,0.24681215,0.247149929,0.247458945,0.24774272,0.248004225
carFAR100,0.338,0.247882809,1.443449124,4.0675304,0.424785461,0.413850338,,,,0.338,0.338,0.338,0.338,0.338,0.338,0.247882809,0.248256828,0.248597583,0.248909323,0.2491956,0.249459413
carFAR100,0.339,0.249328291,1.447515489,4.066364201,0.424785461,0.415016203,,,,0.339,0.339,0.339,0.339,0.339,0.339,0.249328291,0.249705593,0.25004934,0.250363819,0.250652614,0.250918748
carFAR100,0.34,0.250777839,1.451580687,4.065198337,0.424785461,0.416181733,,,,0.34,0.34,0.34,0.34,0.34,0.34,0.250777839,0.251158442,0.251505199,0.251822433,0.25211376,0.252382228
carFAR100,0.341,0.252231452,1.45564472,4.064032807,0.424785461,0.417346929,,,,0.341,0.341,0.341,0.341,0.341,0.341,0.252231452,0.252615374,0.252965159,0.253285164,0.253579037,0.253849853
carFAR100,0.342,0.253689128,1.459707587,4.06286761,0.424785461,0.418511791,,,,0.342,0.342,0.342,0.342,0.342,0.342,0.253689128,0.254076389,0.254429218,0.25475201,0.255048444,0.255321621
carFAR100,0.343,0.255150866,1.46376929,4.061702748,0.424785461,0.419676319,,,,0.343,0.343,0.343,0.343,0.343,0.343,0.255150866,0.255541486,0.255897376,0.25622297,0.25652198,0.256797532
carFAR100,0.344,0.256616666,1.467829828,4.06053822,0.424785461,0.420840513,,,,0.344,0.344,0.344,0.344,0.344,0.344,0.256616666,0.257010662,0.257369631,0.257698044,0.257999644,0.258277585
carFAR100,0.345,0.258086526,1.471889202,4.059374026,0.424785461,0.422004374,,,,0.345,0.345,0.345,0.345,0.345,0.345,0.258086526,0.258483918,0.258845983,0.259177231,0.259481436,0.259761778
carFAR100,0.346,0.259560444,1.475947412,4.058210166,0.424785461,0.423167901,,,,0.346,0.346,0.346,0.346,0.346,0.346,0.259560444,0.259961251,0.26032643,0.260660529,0.260967353,0.261250112
carFAR100,0.347,0.26103842,1.480004459,4.057046639,0.424785461,0.424331094,,,,0.347,0.347,0.347,0.347,0.347,0.347,0.26103842,0.261442661,0.261810972,0.262147937,0.262457396,0.262742584
carFAR100,0.348,0.262520452,1.484060343,4.055883446,0.424785461,0.425493953,,,,0.348,0.348,0.348,0.348,0.348,0.348,0.262520452,0.262928147,0.263299607,0.263639455,0.263951563,0.264239194
carFAR100,0.349,0.26400654,1.488115063,4.054720586,0.424785461,0.42665648,,,,0.349,0.349,0.349,0.349,0.349,0.349,0.26400654,0.264417708,0.264792334,0.265135081,0.265449853,0.265739941
carFAR100,0.35,0.265496682,1.492168621,4.05355806,0.424785461,0.427818673,,,,0.35,0.35,0.35,0.35,0.35,0.35,0.265496682,0.265911342,0.266289152,0.266634815,0.266952266,0.267244823
carFAR100,0.351,0.266990877,1.496221017,4.052395867,0.424785461,0.428980532,,,,0.351,0.351,0.351,0.351,0.351,0.351,0.266990877,0.267409048,0.26779006,0.268138655,0.2684588,0.268753841
carFAR100,0.352,0.268489123,1.500272251,4.051234007,0.424785461,0.430142059,,,,0.352,0.352,0.352,0.352,0.352,0.352,0.268489123,0.268910826,0.269295057,0.2696466,0.269969454,0.270266993
carFAR100,0.353,0.26999142,1.504322324,4.050072481,0.424785461,0.431303252,,,,0.353,0.353,0.353,0.353,0.353,0.353,0.26999142,0.270416673,0.270804143,0.271158649,0.271484227,0.271784279
carFAR100,0.354,0.271497767,1.508371235,4.048911287,0.424785461,0.432464113,,,,0.354,0.354,0.354,0.354,0.354,0.354,0.271497767,0.27192659,0.272317315,0.272674802,0.273003119,0.273305696
carFAR100,0.355,0.273008162,1.512418985,4.047750426,0.424785461,0.433624641,,,,0.355,0.355,0.355,0.355,0.355,0.355,0.273008162,0.273440575,0.273834573,0.274195057,0.274526128,0.274831244
carFAR100,0.356,0.274522605,1.516465575,4.046589898,0.424785461,0.434784836,,,,0.356,0.356,0.356,0.356,0.356,0.356,0.274522605,0.274958627,0.275355916,0.275719413,0.276053253,0.276360923
carFAR100,0.357,0.276041093,1.520511005,4.045429703,0.424785461,0.435944699,,,,0.357,0.357,0.357,0.357,0.357,0.357,0.276041093,0.276480744,0.276881342,0.277247869,0.277584494,0.277894732
carFAR100,0.358,0.277563626,1.524555275,4.044269841,0.424785461,0.437104228,,,,0.358,0.358,0.358,0.358,0.358,0.358,0.277563626,0.278006926,0.278410851,0.278780424,0.279119849,0.279432668
carFAR100,0.359,0.279090203,1.528598385,4.043110311,0.424785461,0.438263426,,,,0.359,0.359,0.359,0.359,0.359,0.359,0.279090203,0.279537171,0.279944441,0.280317078,0.280659317,0.280974733
carFAR100,0.36,0.280620822,1.532640336,4.041951114,0.424785461,0.439422291,,,,0.36,0.36,0.36,0.36,0.36,0.36,0.280620822,0.281071479,0.281482113,0.281857828,0.282202898,0.282520923
carFAR100,0.361,0.282155483,1.536681128,4.040792248,0.424785461,0.440580824,,,,0.361,0.361,0.361,0.361,0.361,0.361,0.282155483,0.282609848,0.283023863,0.283402675,0.28375059,0.284071239
carFAR100,0.362,0.283694184,1.540720762,4.039633716,0.424785461,0.441739025,,,,0.362,0.362,0.362,0.362,0.362,0.362,0.283694184,0.284152277,0.284569692,0.284951617,0.285302392,0.28562568
carFAR100,0.363,0.285236924,1.544759238,4.038475515,0.424785461,0.442896893,,,,0.363,0.363,0.363,0.363,0.363,0.363,0.285236924,0.285698765,0.286119598,0.286504652,0.286858305,0.287184245
carFAR100,0.364,0.286783702,1.548796555,4.037317646,0.424785461,0.44405443,,,,0.364,0.364,0.364,0.364,0.364,0.364,0.286783702,0.287249311,0.28767358,0.288061781,0.288418325,0.288746932
carFAR100,0.365,0.288334516,1.552832715,4.03616011,0.424785461,0.445211635,,,,0.365,0.365,0.365,0.365,0.365,0.365,0.288334516,0.288803914,0.289231638,0.289623002,0.289982453,0.290313741
carFAR100,0.366,0.289889367,1.556867718,4.035002905,0.424785461,0.446368508,,,,0.366,0.366,0.366,0.366,0.366,0.366,0.289889367,0.290362572,0.29079377,0.291188314,0.291550688,0.291884671
carFAR100,0.367,0.291448251,1.560901564,4.033846032,0.424785461,0.447525049,,,,0.367,0.367,0.367,0.367,0.367,0.367,0.291448251,0.291925286,0.292359974,0.292757716,0.293123028,0.293459721
carFAR100,0.368,0.293011169,1.564934254,4.032689491,0.424785461,0.448681259,,,,0.368,0.368,0.368,0.368,0.368,0.368,0.293011169,0.293492052,0.293930251,0.294331206,0.294699472,0.29503889
carFAR100,0.369,0.294578119,1.568965787,4.031533281,0.424785461,0.449837137,,,,0.369,0.369,0.369,0.369,0.369,0.369,0.294578119,0.295062872,0.295504599,0.295908785,0.29628002,0.296622176
carFAR100,0.37,0.2961491,1.572996164,4.030377403,0.424785461,0.450992684,,,,0.37,0.37,0.37,0.37,0.37,0.37,0.2961491,0.296637742,0.297083016,0.29749045,0.297864671,0.29820958
carFAR100,0.371,0.297724111,1.577025386,4.029221856,0.424785461,0.452147899,,,,0.371,0.371,0.371,0.371,0.371,0.371,0.297724111,0.298216663,0.298665503,0.299076202,0.299453423,0.2998011
carFAR100,0.372,0.29930315,1.581053453,4.02806664,0.424785461,0.453302784,,,,0.372,0.372,0.372,0.372,0.372,0.372,0.29930315,0.299799632,0.300252057,0.300666038,0.301046276,0.301396735
carFAR100,0.373,0.300886217,1.585080365,4.026911756,0.424785461,0.454457337,,,,0.373,0.373,0.373,0.373,0.373,0.373,0.300886217,0.30138665,0.301842677,0.302259958,0.302643229,0.302996484
carFAR100,0.374,0.302473311,1.589106122,4.025757203,0.424785461,0.455611559,,,,0.374,0.374,0.374,0.374,0.374,0.374,0.302473311,0.302977715,0.303437364,0.303857961,0.30424428,0.304600347
carFAR100,0.375,0.304064429,1.593130725,4.024602981,0.424785461,0.45676545,,,,0.375,0.375,0.375,0.375,0.375,0.375,0.304064429,0.304572825,0.305036115,0.305460046,0.305849429,0.306208322
carFAR100,0.376,0.305659571,1.597154174,4.023449089,0.424785461,0.457919011,,,,0.376,0.376,0.376,0.376,0.376,0.376,0.305659571,0.30617198,0.306638929,0.307066212,0.307458675,0.307820408
carFAR100,0.377,0.307258737,1.601176469,4.022295529,0.424785461,0.45907224,,,,0.377,0.377,0.377,0.377,0.377,0.377,0.307258737,0.307775178,0.308245806,0.308676457,0.309072016,0.309436605
carFAR100,0.378,0.308861924,1.605197612,4.021142299,0.424785461,0.460225139,,,,0.378,0.378,0.378,0.378,0.378,0.378,0.308861924,0.309382419,0.309856744,0.310290781,0.310689452,0.311056911
carFAR100,0.379,0.310469131,1.609217601,4.0199894,0.424785461,0.461377708,,,,0.379,0.379,0.379,0.379,0.379,0.379,0.310469131,0.310993702,0.311471743,0.311909183,0.312310982,0.312681326
carFAR100,0.38,0.312080358,1.613236438,4.018836832,0.424785461,0.462529946,,,,0.38,0.38,0.38,0.38,0.38,0.38,0.312080358,0.312609024,0.313090801,0.313531661,0.313936605,0.314309849
carFAR100,0.381,0.313695604,1.617254123,4.017684594,0.424785461,0.463681853,,,,0.381,0.381,0.381,0.381,0.381,0.381,0.313695604,0.314228386,0.314713917,0.315158216,0.315566319,0.315942478
carFAR100,0.382,0.315314866,1.621270655,4.016532686,0.424785461,0.464833431,,,,0.382,0.382,0.382,0.382,0.382,0.382,0.315314866,0.315851786,0.31634109,0.316788845,0.317200125,0.317579213
carFAR100,0.383,0.316938144,1.625286036,4.015381109,0.424785461,0.465984678,,,,0.383,0.383,0.383,0.383,0.383,0.383,0.316938144,0.317479222,0.31797232,0.318423547,0.31883802,0.319220052
carFAR100,0.384,0.318565438,1.629300266,4.014229861,0.424785461,0.467135595,,,,0.384,0.384,0.384,0.384,0.384,0.384,0.318565438,0.319110695,0.319607604,0.320062323,0.320480004,0.320864996
carFAR100,0.385,0.320196744,1.633313345,4.013078944,0.424785461,0.468286182,,,,0.385,0.385,0.385,0.385,0.385,0.385,0.320196744,0.320746202,0.321246943,0.32170517,0.322126076,0.322514043
carFAR100,0.386,0.321832064,1.637325274,4.011928357,0.424785461,0.46943644,,,,0.386,0.386,0.386,0.386,0.386,0.386,0.321832064,0.322385743,0.322890334,0.323352087,0.323776235,0.324167191
carFAR100,0.387,0.323471394,1.641336052,4.0107781,0.424785461,0.470586367,,,,0.387,0.387,0.387,0.387,0.387,0.387,0.323471394,0.324029316,0.324537777,0.325003074,0.32543048,0.325824441
carFAR100,0.388,0.325114735,1.64534568,4.009628172,0.424785461,0.471735965,,,,0.388,0.388,0.388,0.388,0.388,0.388,0.325114735,0.325676921,0.326189271,0.32665813,0.32708881,0.32748579
carFAR100,0.389,0.326762085,1.649354158,4.008478574,0.424785461,0.472885233,,,,0.389,0.389,0.389,0.389,0.389,0.389,0.326762085,0.327328556,0.327844815,0.328317254,0.328751223,0.329151239
carFAR100,0.39,0.328413443,1.653361488,4.007329306,0.424785461,0.474034172,,,,0.39,0.39,0.39,0.39,0.39,0.39,0.328413443,0.328984221,0.329504408,0.329980444,0.33041772,0.330820786
carFAR100,0.391,0.330068808,1.657367668,4.006180367,0.424785461,0.475182781,,,,0.391,0.391,0.391,0.391,0.391,0.391,0.330068808,0.330643913,0.331168048,0.331647699,0.332088299,0.33249443
carFAR100,0.392,0.331728178,1.6613727,4.005031758,0.424785461,0.476331061,,,,0.392,0.392,0.392,0.392,0.392,0.392,0.331728178,0.332307633,0.332835734,0.333319019,0.333762959,0.334172171
carFAR100,0.393,0.333391552,1.665376583,4.003883478,0.424785461,0.477479012,,,,0.393,0.393,0.393,0.393,0.393,0.393,0.333391552,0.333975378,0.334507467,0.334994403,0.335441699,0.335854007
carFAR100,0.394,0.33505893,1.669379319,4.002735527,0.424785461,0.478626634,,,,0.394,0.394,0.394,0.394,0.394,0.394,0.33505893,0.335647148,0.336183243,0.336673849,0.337124518,0.337539937
carFAR100,0.395,0.33673031,1.673380907,4.001587906,0.424785461,0.479773926,,,,0.395,0.395,0.395,0.395,0.395,0.395,0.33673031,0.337322942,0.337863064,0.338357357,0.338811416,0.339229961
carFAR100,0.396,0.338405692,1.677381347,4.000440613,0.424785461,0.48092089,,,,0.396,0.396,0.396,0.396,0.396,0.396,0.338405692,0.339002759,0.339546926,0.340044925,0.34050239,0.340924078
carFAR100,0.397,0.340085073,1.681380641,3.999293649,0.424785461,0.482067525,,,,0.397,0.397,0.397,0.397,0.397,0.397,0.340085073,0.340686597,0.34123483,0.341736552,0.342197441,0.342622286
carFAR100,0.398,0.341768452,1.685378788,3.998147015,0.424785461,0.483213831,,,,0.398,0.398,0.398,0.398,0.398,0.398,0.341768452,0.342374456,0.342926774,0.343432238,0.343896567,0.344324585
carFAR100,0.399,0.34345583,1.689375789,3.997000708,0.424785461,0.484359808,,,,0.399,0.399,0.399,0.399,0.399,0.399,0.34345583,0.344066334,0.344622758,0.345131982,0.345599767,0.346030973
carFAR100,0.4,0.345147203,1.693371643,3.995854731,0.424785461,0.485505457,,,,0.4,0.4,0.4,0.4,0.4,0.4,0.345147203,0.34576223,0.346322779,0.346835782,0.347307041,0.347741451
carFAR100,0.401,0.346842572,1.697366353,3.994709082,0.424785461,0.486650778,,,,0.401,0.401,0.401,0.401,0.401,0.401,0.346842572,0.347462143,0.348026838,0.348543637,0.349018386,0.349456016
carFAR100,0.402,0.348541935,1.701359916,3.993563762,0.424785461,0.48779577,,,,0.402,0.402,0.402,0.402,0.402,0.402,0.348541935,0.349166072,0.349734933,0.350255547,0.350733804,0.351174668
carFAR100,0.403,0.350245292,1.705352335,3.99241877,0.424785461,0.488940433,,,,0.403,0.403,0.403,0.403,0.403,0.403,0.350245292,0.350874017,0.351447062,0.351971511,0.352453291,0.352897407
carFAR100,0.404,0.35195264,1.709343609,3.991274106,0.424785461,0.490084769,,,,0.404,0.404,0.404,0.404,0.404,0.404,0.35195264,0.352585975,0.353163226,0.353691526,0.354176848,0.35462423
carFAR100,0.405,0.353663978,1.713333739,3.990129771,0.424785461,0.491228776,,,,0.405,0.405,0.405,0.405,0.405,0.405,0.353663978,0.354301946,0.354883423,0.355415593,0.355904473,0.356355138
carFAR100,0.406,0.355379306,1.717322725,3.988985763,0.424785461,0.492372456,,,,0.406,0.406,0.406,0.406,0.406,0.406,0.355379306,0.356021928,0.356607651,0.357143711,0.357636166,0.358090128
carFAR100,0.407,0.357098623,1.721310567,3.987842084,0.424785461,0.493515807,,,,0.407,0.407,0.407,0.407,0.407,0.407,0.357098623,0.357745921,0.35833591,0.358875878,0.359371925,0.359829201
carFAR100,0.408,0.358821927,1.725297266,3.986698732,0.424785461,0.494658831,,,,0.408,0.408,0.408,0.408,0.408,0.408,0.358821927,0.359473924,0.360068199,0.360612093,0.36111175,0.361572356
carFAR100,0.409,0.360549217,1.729282821,3.985555708,0.424785461,0.495801527,,,,0.409,0.409,0.409,0.409,0.409,0.409,0.360549217,0.361205935,0.361804517,0.362352355,0.362855639,0.36331959
carFAR100,0.41,0.362280492,1.733267234,3.984413012,0.424785461,0.496943896,,,,0.41,0.41,0.41,0.41,0.41,0.41,0.362280492,0.362941953,0.363544863,0.364096664,0.364603592,0.365070905
carFAR100,0.411,0.364015751,1.737250505,3.983270644,0.424785461,0.498085936,,,,0.411,0.411,0.411,0.411,0.411,0.411,0.364015751,0.364681978,0.365289235,0.365845019,0.366355607,0.366826297
carFAR100,0.412,0.365754993,1.741232634,3.982128603,0.424785461,0.49922765,,,,0.412,0.412,0.412,0.412,0.412,0.412,0.365754993,0.366426007,0.367037632,0.367597417,0.368111684,0.368585767
carFAR100,0.413,0.367498216,1.74521362,3.98098689,0.424785461,0.500369036,,,,0.413,0.413,0.413,0.413,0.413,0.413,0.367498216,0.368174041,0.368790054,0.369353859,0.369871822,0.370349314
carFAR100,0.414,0.369245419,1.749193466,3.979845504,0.424785461,0.501510095,,,,0.414,0.414,0.414,0.414,0.414,0.414,0.369245419,0.369926077,0.3705465,0.371114343,0.371636019,0.372116937
carFAR100,0.415,0.370996602,1.75317217,3.978704445,0.424785461,0.502650826,,,,0.415,0.415,0.415,0.415,0.415,0.415,0.370996602,0.371682115,0.372306967,0.372878869,0.373404275,0.373888634
carFAR100,0.416,0.372751763,1.757149734,3.977563713,0.424785461,0.503791231,,,,0.416,0.416,0.416,0.416,0.416,0.416,0.372751763,0.373442154,0.374071457,0.374647434,0.375176589,0.375664406
carFAR100,0.417,0.374510901,1.761126157,3.976423308,0.424785461,0.504931309,,,,0.417,0.417,0.417,0.417,0.417,0.417,0.374510901,0.375206193,0.375839966,0.37642004,0.376952959,0.37744425
carFAR100,0.418,0.376274015,1.765101441,3.975283231,0.424785461,0.50607106,,,,0.418,0.418,0.418,0.418,0.418,0.418,0.376274015,0.37697423,0.377612495,0.378196683,0.378733386,0.379228166
carFAR100,0.419,0.378041103,1.769075584,3.97414348,0.424785461,0.507210484,,,,0.419,0.419,0.419,0.419,0.419,0.419,0.378041103,0.378746264,0.379389042,0.379977364,0.380517867,0.381016153
carFAR100,0.42,0.379812165,1.773048588,3.973004056,0.424785461,0.508349581,,,,0.42,0.42,0.42,0.42,0.42,0.42,0.379812165,0.380522295,0.381169606,0.38176208,0.382306402,0.38280821
carFAR100,0.421,0.3815872,1.777020453,3.971864958,0.424785461,0.509488352,,,,0.421,0.421,0.421,0.421,0.421,0.421,0.3815872,0.382302321,0.382954187,0.383550833,0.38409899,0.384604337
carFAR100,0.422,0.383366206,1.780991179,3.970726188,0.424785461,0.510626796,,,,0.422,0.422,0.422,0.422,0.422,0.422,0.383366206,0.384086341,0.384742782,0.385343619,0.385895629,0.386404532
carFAR100,0.423,0.385149182,1.784960767,3.969587743,0.424785461,0.511764914,,,,0.423,0.423,0.423,0.423,0.423,0.423,0.385149182,0.385874355,0.386535391,0.387140439,0.38769632,0.388208794
carFAR100,0.424,0.386936127,1.788929217,3.968449626,0.424785461,0.512902705,,,,0.424,0.424,0.424,0.424,0.424,0.424,0.386936127,0.38766636,0.388332014,0.388941291,0.389501061,0.390017122
carFAR100,0.425,0.388727039,1.792896528,3.967311834,0.424785461,0.514040171,,,,0.425,0.425,0.425,0.425,0.425,0.425,0.388727039,0.389462356,0.390132648,0.390746174,0.391309851,0.391829516
carFAR100,0.426,0.390521919,1.796862703,3.966174369,0.424785461,0.51517731,,,,0.426,0.426,0.426,0.426,0.426,0.426,0.390521919,0.391262342,0.391937293,0.392555087,0.393122688,0.393645974
carFAR100,0.427,0.392320764,1.80082774,3.965037229,0.424785461,0.516314123,,,,0.427,0.427,0.427,0.427,0.427,0.427,0.392320764,0.393066317,0.393745948,0.39436803,0.394939573,0.395466496
